source ID,target ID
G0100,T1221
G0100,T1588.002
G0100,T1059.005
G0100,T1071.001
G0100,T1102
G0136,T1583.001
G0136,T1586.002
G0136,T1105
G0136,T1204.002
G0136,T1566.001
G0136,T1588.002
G0136,T1583.006
G0119,T1070.001
G0119,T1136
G0119,T1486
G0119,T1562.001
G0119,T1078.002
G0119,T1484.001
G0119,T1105
G0119,T1059.007
G0119,T1003.001
G0119,T1074.001
G0119,T1204.002
G0119,T1036.005
G0119,T1059.001
G0119,T1018
G0119,T1584.004
G0119,T1489
G0119,T1007
G0119,T1059.003
G0119,T1047
G0004,T1560
G0004,T1560.001
G0004,T1059
G0004,T1071.004
G0004,T1005
G0004,T1087.002
G0004,T1069.002
G0004,T1041
G0004,T1133
G0004,T1083
G0004,T1558.001
G0004,T1056.001
G0004,T1003.004
G0004,T1003.001
G0004,T1087.001
G0004,T1057
G0004,T1547.001
G0004,T1114.002
G0004,T1018
G0004,T1036.002
G0004,T1021.002
G0004,T1003.002
G0004,T1569.002
G0004,T1213.002
G0004,T1082
G0004,T1016
G0004,T1049
G0004,T1007
G0004,T1588.002
G0004,T1071.001
G0004,T1059.003
G0004,T1543.003
G0094,T1557
G0094,T1560.003
G0094,T1176
G0094,T1546.001
G0094,T1553.002
G0094,T1552.001
G0094,T1555.003
G0094,T1005
G0094,T1587
G0094,T1562.004
G0094,T1562.001
G0094,T1583.001
G0094,T1586.002
G0094,T1589.002
G0094,T1114.003
G0094,T1041
G0094,T1133
G0094,T1070.004
G0094,T1071.002
G0094,T1083
G0094,T1105
G0094,T1059.007
G0094,T1056.001
G0094,T1003.001
G0094,T1078.003
G0094,T1074.001
G0094,T1071.003
G0094,T1204.002
G0094,T1036.004
G0094,T1112
G0094,T1218.005
G0094,T1040
G0094,T1027
G0094,T1550.002
G0094,T1059.001
G0094,T1055
G0094,T1059.006
G0094,T1547.001
G0094,T1219
G0094,T1021.001
G0094,T1593.001
G0094,T1027.002
G0094,T1566.001
G0094,T1566.002
G0094,T1598.003
G0094,T1082
G0094,T1070.006
G0094,T1588.002
G0094,T1059.005
G0094,T1505.003
G0094,T1543.003
G0032,T1098
G0032,T1010
G0032,T1560
G0032,T1560.003
G0032,T1560.002
G0032,T1542.003
G0032,T1218.001
G0032,T1134.002
G0032,T1485
G0032,T1005
G0032,T1588.004
G0032,T1562.004
G0032,T1562.001
G0032,T1561.001
G0032,T1561.002
G0032,T1583.001
G0032,T1189
G0032,T1055.001
G0032,T1041
G0032,T1048.003
G0032,T1203
G0032,T1090.002
G0032,T1008
G0032,T1070.004
G0032,T1083
G0032,T1564.001
G0032,T1105
G0032,T1491.001
G0032,T1056.001
G0032,T1074.001
G0032,T1204.002
G0032,T1587.001
G0032,T1036.005
G0032,T1571
G0032,T1027
G0032,T1110.003
G0032,T1057
G0032,T1001.003
G0032,T1012
G0032,T1547.001
G0032,T1021.001
G0032,T1021.002
G0032,T1489
G0032,T1547.009
G0032,T1566.001
G0032,T1132.001
G0032,T1573.001
G0032,T1082
G0032,T1016
G0032,T1033
G0032,T1529
G0032,T1124
G0032,T1070.006
G0032,T1071.001
G0032,T1583.006
G0032,T1059.003
G0032,T1047
G0032,T1543.003
G0077,T1003.005
G0077,T1552.001
G0077,T1555
G0077,T1555.003
G0077,T1189
G0077,T1083
G0077,T1059.007
G0077,T1003.004
G0077,T1003.001
G0077,T1136.001
G0077,T1046
G0077,T1027
G0077,T1110.003
G0077,T1055.013
G0077,T1114.002
G0077,T1018
G0077,T1588.002
G0065,T1560
G0065,T1197
G0065,T1027.001
G0065,T1553.002
G0065,T1589.001
G0065,T1140
G0065,T1583.001
G0065,T1189
G0065,T1559.002
G0065,T1055.001
G0065,T1585.002
G0065,T1586.002
G0065,T1041
G0065,T1567.002
G0065,T1203
G0065,T1133
G0065,T1105
G0065,T1534
G0065,T1003.001
G0065,T1074.001
G0065,T1204.002
G0065,T1204.001
G0065,T1090.003
G0065,T1003
G0065,T1027
G0065,T1102.003
G0065,T1059.001
G0065,T1572
G0065,T1547.001
G0065,T1218.010
G0065,T1074.002
G0065,T1021.001
G0065,T1021.004
G0065,T1547.009
G0065,T1585.001
G0065,T1586.001
G0065,T1566.001
G0065,T1566.002
G0065,T1027.003
G0065,T1078
G0065,T1059.005
G0065,T1505.003
G0065,T1047
G0065,T1546.003
G0095,T1189
G0095,T1204.002
G0095,T1204.001
G0095,T1036.005
G0095,T1218.007
G0095,T1059.006
G0095,T1053.005
G0095,T1566.001
G0095,T1566.002
G0095,T1059.005
G0095,T1059.003
G0059,T1071
G0059,T1560.001
G0059,T1102.002
G0059,T1589.001
G0059,T1583.001
G0059,T1584.001
G0059,T1585.002
G0059,T1586.002
G0059,T1589.002
G0059,T1114
G0059,T1098.002
G0059,T1070.004
G0059,T1083
G0059,T1589
G0059,T1564.003
G0059,T1105
G0059,T1056.001
G0059,T1003.001
G0059,T1114.001
G0059,T1204.002
G0059,T1204.001
G0059,T1571
G0059,T1027
G0059,T1059.001
G0059,T1057
G0059,T1547.001
G0059,T1113
G0059,T1585.001
G0059,T1566.002
G0059,T1598.003
G0059,T1566.003
G0059,T1082
G0059,T1016
G0059,T1033
G0059,T1588.002
G0059,T1059.005
G0059,T1071.001
G0059,T1059.003
G0002,T1027.001
G0103,T1204.002
G0103,T1204.001
G0103,T1027
G0103,T1566.001
G0103,T1566.002
G0021,T1553.002
G0021,T1555.003
G0021,T1140
G0021,T1105
G0021,T1059.007
G0021,T1204.002
G0021,T1204.001
G0021,T1218.007
G0021,T1027
G0021,T1059.001
G0021,T1057
G0021,T1547.001
G0021,T1053.005
G0021,T1566.001
G0021,T1566.002
G0021,T1059.005
G0069,T1560.001
G0069,T1102.002
G0069,T1548.002
G0069,T1218.003
G0069,T1003.005
G0069,T1027.004
G0069,T1559.001
G0069,T1552.001
G0069,T1555
G0069,T1555.003
G0069,T1140
G0069,T1562.001
G0069,T1087.002
G0069,T1559.002
G0069,T1589.002
G0069,T1041
G0069,T1203
G0069,T1090.002
G0069,T1083
G0069,T1105
G0069,T1059.007
G0069,T1003.004
G0069,T1003.001
G0069,T1204.002
G0069,T1204.001
G0069,T1036.005
G0069,T1218.005
G0069,T1104
G0069,T1027
G0069,T1137.001
G0069,T1059.001
G0069,T1057
G0069,T1059.006
G0069,T1547.001
G0069,T1219
G0069,T1218.011
G0069,T1053.005
G0069,T1113
G0069,T1518.001
G0069,T1518
G0069,T1566.001
G0069,T1566.002
G0069,T1132.001
G0069,T1027.003
G0069,T1082
G0069,T1016
G0069,T1049
G0069,T1033
G0069,T1588.002
G0069,T1059.005
G0069,T1071.001
G0069,T1583.006
G0069,T1059.003
G0069,T1047
G0129,T1560.003
G0129,T1560.001
G0129,T1119
G0129,T1027.001
G0129,T1574.002
G0129,T1583.001
G0129,T1036.007
G0129,T1052.001
G0129,T1203
G0129,T1070.004
G0129,T1083
G0129,T1564.001
G0129,T1105
G0129,T1218.004
G0129,T1074.001
G0129,T1204.002
G0129,T1204.001
G0129,T1036.005
G0129,T1218.005
G0129,T1003.003
G0129,T1027
G0129,T1059.001
G0129,T1057
G0129,T1547.001
G0129,T1219
G0129,T1091
G0129,T1053.005
G0129,T1518
G0129,T1566.001
G0129,T1566.002
G0129,T1573.001
G0129,T1082
G0129,T1016
G0129,T1049
G0129,T1059.005
G0129,T1071.001
G0129,T1059.003
G0129,T1047
G0129,T1546.003
G0019,T1137.006
G0019,T1574.002
G0019,T1078.002
G0019,T1204.002
G0019,T1036.004
G0019,T1036.005
G0019,T1046
G0019,T1547.001
G0019,T1018
G0019,T1053.005
G0019,T1518.001
G0019,T1566.001
G0019,T1016
G0019,T1047
G0014,T1562.001
G0014,T1190
G0014,T1133
G0014,T1204.001
G0014,T1587.001
G0014,T1027
G0014,T1550.002
G0014,T1219
G0014,T1074.002
G0014,T1003.002
G0014,T1027.002
G0014,T1566.002
G0014,T1588.002
G0014,T1078
G0014,T1071.001
G0133,T1564.003
G0133,T1105
G0133,T1204.002
G0133,T1036
G0133,T1059.001
G0133,T1566.001
G0133,T1059.003
G0049,T1573.002
G0049,T1119
G0049,T1110
G0049,T1003.005
G0049,T1059
G0049,T1218.001
G0049,T1552.001
G0049,T1555
G0049,T1555.003
G0049,T1071.004
G0049,T1140
G0049,T1087.002
G0049,T1069.002
G0049,T1048.003
G0049,T1133
G0049,T1008
G0049,T1070.004
G0049,T1027.005
G0049,T1105
G0049,T1056.001
G0049,T1003.004
G0049,T1003.001
G0049,T1087.001
G0049,T1069.001
G0049,T1204.002
G0049,T1204.001
G0049,T1036
G0049,T1046
G0049,T1027
G0049,T1137.004
G0049,T1201
G0049,T1120
G0049,T1059.001
G0049,T1057
G0049,T1572
G0049,T1012
G0049,T1021.001
G0049,T1021.004
G0049,T1053.005
G0049,T1113
G0049,T1566.001
G0049,T1566.002
G0049,T1566.003
G0049,T1497.001
G0049,T1082
G0049,T1016
G0049,T1049
G0049,T1033
G0049,T1007
G0049,T1078
G0049,T1059.005
G0049,T1071.001
G0049,T1505.003
G0049,T1059.003
G0049,T1555.004
G0049,T1047
G0116,T1560.001
G0116,T1573.002
G0116,T1119
G0116,T1070.001
G0116,T1115
G0116,T1003.006
G0116,T1001
G0116,T1005
G0116,T1562.004
G0116,T1087.002
G0116,T1078.002
G0116,T1041
G0116,T1190
G0116,T1133
G0116,T1070.004
G0116,T1083
G0116,T1027.005
G0116,T1105
G0116,T1090.001
G0116,T1558.003
G0116,T1056.001
G0116,T1003.001
G0116,T1570
G0116,T1078.003
G0116,T1074.001
G0116,T1069.001
G0116,T1112
G0116,T1090.003
G0116,T1106
G0116,T1046
G0116,T1135
G0116,T1095
G0116,T1027
G0116,T1555.005
G0116,T1120
G0116,T1059.001
G0116,T1552.004
G0116,T1057
G0116,T1055
G0116,T1090
G0116,T1059.006
G0116,T1012
G0116,T1018
G0116,T1021.002
G0116,T1053.005
G0116,T1518.001
G0116,T1569.002
G0116,T1518
G0116,T1082
G0116,T1016
G0116,T1049
G0116,T1033
G0116,T1007
G0116,T1124
G0116,T1111
G0116,T1078
G0116,T1059.005
G0116,T1505.003
G0116,T1059.003
G0116,T1047
G0071,T1021.002
G0071,T1071.001
G0068,T1056.004
G0068,T1189
G0068,T1068
G0068,T1105
G0068,T1056.001
G0068,T1003.001
G0068,T1204.002
G0068,T1036
G0068,T1095
G0068,T1055
G0068,T1566.001
G0056,T1553.002
G0056,T1587.002
G0056,T1587.003
G0056,T1189
G0056,T1078.003
G0056,T1204.002
G0056,T1036.004
G0056,T1036.005
G0056,T1205.001
G0056,T1547.001
G0056,T1543.003
G0040,T1560
G0040,T1119
G0040,T1197
G0040,T1027.001
G0040,T1548.002
G0040,T1553.002
G0040,T1587.002
G0040,T1555.003
G0040,T1574.002
G0040,T1005
G0040,T1102.001
G0040,T1189
G0040,T1559.002
G0040,T1203
G0040,T1070.004
G0040,T1083
G0040,T1027.005
G0040,T1105
G0040,T1074.001
G0040,T1204.002
G0040,T1204.001
G0040,T1036.005
G0040,T1112
G0040,T1027
G0040,T1059.001
G0040,T1055.012
G0040,T1547.001
G0040,T1021.001
G0040,T1053.005
G0040,T1518.001
G0040,T1027.002
G0040,T1566.001
G0040,T1566.002
G0040,T1132.001
G0040,T1082
G0040,T1033
G0040,T1588.002
G0040,T1059.005
G0040,T1059.003
G0011,T1588.002
G0011,T1078
G0033,T1087.002
G0033,T1087.001
G0033,T1036.005
G0033,T1003
G0033,T1059.001
G0033,T1057
G0033,T1049
G0033,T1007
G0024,T1562.001
G0024,T1055.001
G0024,T1027
G0024,T1547.001
G0048,T1574.001
G0048,T1102.001
G0048,T1189
G0048,T1204.002
G0048,T1547.001
G0048,T1219
G0048,T1566.001
G0075,T1105
G0075,T1204.002
G0075,T1218.007
G0075,T1053.005
G0075,T1566.001
G0075,T1059.005
G0075,T1071.001
G0075,T1059.003
G0106,T1071
G0106,T1037
G0106,T1070.002
G0106,T1027.004
G0106,T1053.003
G0106,T1102.001
G0106,T1140
G0106,T1562.004
G0106,T1562.001
G0106,T1574.006
G0106,T1190
G0106,T1070.004
G0106,T1564.001
G0106,T1105
G0106,T1222.002
G0106,T1036.005
G0106,T1046
G0106,T1571
G0106,T1027
G0106,T1055.002
G0106,T1552.004
G0106,T1057
G0106,T1059.006
G0106,T1547.001
G0106,T1018
G0106,T1496
G0106,T1014
G0106,T1021.004
G0106,T1518.001
G0106,T1027.002
G0106,T1082
G0106,T1543.002
G0106,T1070.006
G0106,T1059.004
G0106,T1071.001
G0106,T1102
G0034,T1098
G0034,T1102.002
G0034,T1591.002
G0034,T1195.002
G0034,T1136
G0034,T1555.003
G0034,T1485
G0034,T1005
G0034,T1140
G0034,T1562.002
G0034,T1561.002
G0034,T1087.002
G0034,T1136.002
G0034,T1078.002
G0034,T1590.001
G0034,T1583.001
G0034,T1087.003
G0034,T1585.002
G0034,T1589.002
G0034,T1589.003
G0034,T1499
G0034,T1041
G0034,T1203
G0034,T1491.002
G0034,T1133
G0034,T1070.004
G0034,T1083
G0034,T1105
G0034,T1056.001
G0034,T1003.001
G0034,T1570
G0034,T1204.002
G0034,T1204.001
G0034,T1587.001
G0034,T1036.005
G0034,T1040
G0034,T1571
G0034,T1027
G0034,T1110.003
G0034,T1059.001
G0034,T1090
G0034,T1219
G0034,T1018
G0034,T1218.011
G0034,T1021.002
G0034,T1505.001
G0034,T1593
G0034,T1594
G0034,T1583.004
G0034,T1585.001
G0034,T1592.002
G0034,T1027.002
G0034,T1566.001
G0034,T1566.002
G0034,T1598.003
G0034,T1132.001
G0034,T1082
G0034,T1016
G0034,T1049
G0034,T1033
G0034,T1588.002
G0034,T1199
G0034,T1078
G0034,T1059.005
G0034,T1588.006
G0034,T1595.002
G0034,T1071.001
G0034,T1505.003
G0034,T1059.003
G0034,T1047
G0029,T1036.002
G0104,T1559.002
G0104,T1105
G0104,T1204.002
G0104,T1106
G0104,T1055
G0104,T1547.001
G0104,T1566.001
G0104,T1059.005
G0121,T1119
G0121,T1020
G0121,T1574.002
G0121,T1559.002
G0121,T1203
G0121,T1083
G0121,T1105
G0121,T1059.007
G0121,T1074.001
G0121,T1204.002
G0121,T1204.001
G0121,T1036.005
G0121,T1218.005
G0121,T1027
G0121,T1059.001
G0121,T1057
G0121,T1547.001
G0121,T1518.001
G0121,T1518
G0121,T1598.002
G0121,T1566.001
G0121,T1598.003
G0121,T1566.002
G0121,T1082
G0121,T1016
G0121,T1033
G0121,T1124
G0121,T1059.005
G0121,T1071.001
G0091,T1553.002
G0091,T1218.001
G0091,T1090.002
G0091,T1070.004
G0091,T1105
G0091,T1059.007
G0091,T1003.001
G0091,T1204.002
G0091,T1036.005
G0091,T1112
G0091,T1106
G0091,T1571
G0091,T1027
G0091,T1059.001
G0091,T1055
G0091,T1547.001
G0091,T1021.001
G0091,T1018
G0091,T1053.005
G0091,T1113
G0091,T1569.002
G0091,T1072
G0091,T1566.001
G0091,T1588.002
G0091,T1078
G0091,T1125
G0091,T1059.005
G0091,T1059.003
G0122,T1588.004
G0122,T1583.001
G0122,T1585.002
G0122,T1589.002
G0122,T1114
G0122,T1114.003
G0122,T1589.003
G0122,T1608.005
G0122,T1110.003
G0122,T1594
G0122,T1598.003
G0122,T1588.002
G0122,T1078
G0083,T1071.002
G0083,T1071.003
G0083,T1071.001
G0054,T1560.001
G0054,T1039
G0054,T1083
G0054,T1056.001
G0054,T1036.005
G0054,T1135
G0054,T1003
G0054,T1082
G0054,T1059.003
G0038,T1059
G0038,T1555
G0038,T1555.003
G0038,T1005
G0038,T1041
G0038,T1059.001
G0038,T1057
G0038,T1012
G0038,T1053.005
G0038,T1573.001
G0038,T1082
G0038,T1016
G0038,T1033
G0038,T1071.001
G0038,T1555.004
G0038,T1047
G0041,T1564.005
G0041,T1090.001
G0041,T1556.002
G0039,T1553.002
G0039,T1046
G0039,T1003
G0039,T1078
G0039,T1059.003
G0062,T1203
G0062,T1204.002
G0062,T1059.001
G0062,T1566.001
G0062,T1059.005
G0092,T1553.002
G0092,T1552.001
G0092,T1555.003
G0092,T1486
G0092,T1078.002
G0092,T1559.002
G0092,T1055.001
G0092,T1087.003
G0092,T1568.001
G0092,T1105
G0092,T1059.007
G0092,T1204.002
G0092,T1204.001
G0092,T1553.005
G0092,T1218.007
G0092,T1027
G0092,T1069
G0092,T1059.001
G0092,T1218.011
G0092,T1027.002
G0092,T1566.001
G0092,T1566.002
G0092,T1059.005
G0092,T1071.001
G0092,T1059.003
G0127,T1568.002
G0127,T1589.002
G0127,T1105
G0127,T1204.002
G0127,T1036
G0127,T1218.005
G0127,T1027
G0127,T1218.010
G0127,T1218.011
G0127,T1566.001
G0127,T1132.001
G0127,T1027.003
G0127,T1071.001
G0127,T1059.003
G0088,T1133
G0088,T1070.004
G0088,T1546.012
G0088,T1027.005
G0088,T1003.001
G0088,T1074.001
G0088,T1036.005
G0088,T1571
G0088,T1059.001
G0088,T1021.001
G0088,T1021.004
G0088,T1053.005
G0088,T1070.006
G0088,T1588.002
G0088,T1078
G0088,T1583.003
G0088,T1505.003
G0139,T1071
G0139,T1070.003
G0139,T1070.002
G0139,T1552.005
G0139,T1609
G0139,T1613
G0139,T1552.001
G0139,T1610
G0139,T1562.004
G0139,T1562.001
G0139,T1583.001
G0139,T1611
G0139,T1133
G0139,T1070.004
G0139,T1105
G0139,T1222.002
G0139,T1136.001
G0139,T1204.003
G0139,T1587.001
G0139,T1046
G0139,T1027
G0139,T1059.001
G0139,T1552.004
G0139,T1057
G0139,T1547.001
G0139,T1219
G0139,T1496
G0139,T1014
G0139,T1021.004
G0139,T1098.004
G0139,T1595.001
G0139,T1518.001
G0139,T1027.002
G0139,T1082
G0139,T1016
G0139,T1049
G0139,T1543.002
G0139,T1059.004
G0139,T1608.001
G0139,T1595.002
G0139,T1071.001
G0139,T1102
G0139,T1059.003
G0139,T1543.003
G0089,T1203
G0089,T1070.004
G0089,T1204.002
G0089,T1518.001
G0089,T1027.002
G0089,T1566.001
G0089,T1124
G0028,T1078.002
G0028,T1021.002
G0028,T1072
G0028,T1059.003
G0027,T1560.002
G0027,T1053.002
G0027,T1119
G0027,T1548.002
G0027,T1574.001
G0027,T1574.002
G0027,T1030
G0027,T1005
G0027,T1140
G0027,T1562.002
G0027,T1189
G0027,T1608.004
G0027,T1203
G0027,T1068
G0027,T1210
G0027,T1133
G0027,T1070.004
G0027,T1105
G0027,T1056.001
G0027,T1003.004
G0027,T1003.001
G0027,T1087.001
G0027,T1074.001
G0027,T1112
G0027,T1046
G0027,T1070.005
G0027,T1027
G0027,T1059.001
G0027,T1055.012
G0027,T1012
G0027,T1547.001
G0027,T1074.002
G0027,T1018
G0027,T1003.002
G0027,T1016
G0027,T1049
G0027,T1588.002
G0027,T1608.002
G0027,T1078
G0027,T1071.001
G0027,T1505.003
G0027,T1059.003
G0027,T1047
G0027,T1021.006
G0027,T1543.003
G0076,T1048.003
G0076,T1059.001
G0076,T1219
G0076,T1588.002
G0131,T1574.001
G0131,T1203
G0131,T1068
G0131,T1210
G0131,T1090.002
G0131,T1105
G0131,T1056.001
G0131,T1069.001
G0131,T1204.002
G0131,T1135
G0131,T1003
G0131,T1059.001
G0131,T1059.006
G0131,T1566.001
G0131,T1505.003
G0134,T1584.001
G0134,T1583.001
G0134,T1189
G0134,T1608.004
G0134,T1568
G0134,T1203
G0134,T1564.001
G0134,T1204.002
G0134,T1204.001
G0134,T1036.005
G0134,T1027
G0134,T1566.001
G0134,T1566.002
G0134,T1059.005
G0081,T1573.002
G0081,T1119
G0081,T1020
G0081,T1574.002
G0081,T1071.004
G0081,T1140
G0081,T1055.001
G0081,T1573
G0081,T1052.001
G0081,T1203
G0081,T1070.004
G0081,T1083
G0081,T1564.001
G0081,T1105
G0081,T1078.003
G0081,T1204.002
G0081,T1036.005
G0081,T1106
G0081,T1046
G0081,T1135
G0081,T1027
G0081,T1057
G0081,T1547.001
G0081,T1091
G0081,T1518.001
G0081,T1518
G0081,T1566.001
G0081,T1132.001
G0081,T1027.003
G0081,T1082
G0081,T1016
G0081,T1049
G0081,T1033
G0081,T1221
G0081,T1071.001
G0081,T1505.003
G0081,T1059.003
G0081,T1543.003
G0081,T1547.004
G0010,T1560.001
G0010,T1102.002
G0010,T1110
G0010,T1553.006
G0010,T1134.002
G0010,T1213
G0010,T1005
G0010,T1025
G0010,T1140
G0010,T1562.001
G0010,T1087.002
G0010,T1069.002
G0010,T1189
G0010,T1055.001
G0010,T1567.002
G0010,T1068
G0010,T1083
G0010,T1615
G0010,T1027.005
G0010,T1105
G0010,T1016.001
G0010,T1059.007
G0010,T1570
G0010,T1087.001
G0010,T1078.003
G0010,T1069.001
G0010,T1071.003
G0010,T1204.001
G0010,T1588.001
G0010,T1587.001
G0010,T1112
G0010,T1106
G0010,T1027
G0010,T1201
G0010,T1120
G0010,T1059.001
G0010,T1546.013
G0010,T1057
G0010,T1055
G0010,T1090
G0010,T1059.006
G0010,T1012
G0010,T1547.001
G0010,T1018
G0010,T1021.002
G0010,T1518.001
G0010,T1584.004
G0010,T1566.002
G0010,T1082
G0010,T1016
G0010,T1049
G0010,T1007
G0010,T1124
G0010,T1588.002
G0010,T1584.003
G0010,T1059.005
G0010,T1071.001
G0010,T1102
G0010,T1584.006
G0010,T1583.006
G0010,T1059.003
G0010,T1555.004
G0010,T1546.003
G0010,T1547.004
G0123,T1190
G0123,T1105
G0123,T1595.002
G0123,T1505.003
G0090,T1140
G0090,T1105
G0090,T1059.001
G0090,T1218.010
G0090,T1588.002
G0090,T1059.005
G0090,T1071.001
G0107,T1059
G0107,T1574.001
G0107,T1068
G0107,T1105
G0107,T1003.001
G0107,T1204.002
G0107,T1036.005
G0107,T1027
G0107,T1588.002
G0124,T1059
G0124,T1005
G0124,T1189
G0124,T1083
G0124,T1090
G0124,T1518
G0124,T1082
G0112,T1189
G0112,T1105
G0112,T1036.001
G0112,T1204.002
G0112,T1204.001
G0112,T1036
G0112,T1027
G0112,T1057
G0112,T1547.001
G0112,T1518.001
G0112,T1518
G0112,T1566.001
G0112,T1566.002
G0112,T1566.003
G0112,T1082
G0112,T1033
G0112,T1059.005
G0112,T1071.001
G0112,T1047
G0044,T1553.002
G0044,T1057
G0044,T1014
G0102,T1553.002
G0102,T1588.003
G0102,T1074
G0102,T1562.001
G0102,T1087.002
G0102,T1078.002
G0102,T1055.001
G0102,T1041
G0102,T1048.003
G0102,T1210
G0102,T1133
G0102,T1070.004
G0102,T1558.003
G0102,T1557.001
G0102,T1570
G0102,T1204.002
G0102,T1204.001
G0102,T1036.004
G0102,T1112
G0102,T1003.003
G0102,T1135
G0102,T1027
G0102,T1059.001
G0102,T1547.001
G0102,T1021.001
G0102,T1018
G0102,T1021.002
G0102,T1053.005
G0102,T1003.002
G0102,T1518.001
G0102,T1569.002
G0102,T1489
G0102,T1566.001
G0102,T1566.002
G0102,T1082
G0102,T1016
G0102,T1033
G0102,T1588.002
G0102,T1078
G0102,T1071.001
G0102,T1059.003
G0102,T1222.001
G0102,T1047
G0102,T1021.006
G0102,T1543.003
G0102,T1547.004
G0128,T1102.002
G0128,T1555.003
G0128,T1140
G0128,T1583.001
G0128,T1041
G0128,T1567.002
G0128,T1068
G0128,T1105
G0128,T1204.001
G0128,T1036.004
G0128,T1036
G0128,T1218.007
G0128,T1598
G0128,T1059.006
G0128,T1012
G0128,T1547.001
G0128,T1027.002
G0128,T1566.002
G0128,T1573.001
G0128,T1082
G0128,T1016
G0128,T1033
G0128,T1124
G0128,T1583.006
G0128,T1059.003
G0018,T1203
G0018,T1083
G0018,T1087.001
G0018,T1069.001
G0018,T1204.002
G0018,T1036.005
G0018,T1566.001
G0018,T1082
G0018,T1016
G0018,T1049
G0018,T1007
G0018,T1059.003
G0045,T1560
G0045,T1560.001
G0045,T1119
G0045,T1070.003
G0045,T1553.002
G0045,T1574.001
G0045,T1574.002
G0045,T1005
G0045,T1039
G0045,T1140
G0045,T1087.002
G0045,T1583.001
G0045,T1190
G0045,T1210
G0045,T1090.002
G0045,T1568.001
G0045,T1070.004
G0045,T1083
G0045,T1105
G0045,T1218.004
G0045,T1056.001
G0045,T1003.004
G0045,T1074.001
G0045,T1204.002
G0045,T1036
G0045,T1036.005
G0045,T1003.003
G0045,T1106
G0045,T1046
G0045,T1027
G0045,T1059.001
G0045,T1055.012
G0045,T1074.002
G0045,T1021.001
G0045,T1018
G0045,T1036.003
G0045,T1021.004
G0045,T1053.005
G0045,T1003.002
G0045,T1566.001
G0045,T1016
G0045,T1049
G0045,T1588.002
G0045,T1199
G0045,T1078
G0045,T1059.003
G0045,T1047
